time_start,time_end,sender_id,receiver_id,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159,Column160,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168,Column169,Column170,Column171,Column172,Column173,Column174,Column175,Column176,Column177,Column178,Column179,Column180,Column181,Column182,Column183,Column184,Column185,Column186,Column187,Column188,Column189,Column190,Column191,Column192,Column193,Column194,Column195,Column196
2206700,2210700,19,25,-210.0,2550.0,,2740.0,3690.0,250.0,,1280.0,1580.0,-2280.0,-250.0,,,3290.0,1330.0,,3630.0,2500.0,4220.0,1250.0,3860.0,,3160.0,,2750.0,-170.0,3350.0,2610.0,1390.0,-820.0,,1240.0,840.0,-200.0,,810.0,1780.0,450.0,550.0,,,-370.0,860.0,,-450.0,640.0,-70.0,2890.0,-300.0,,1290.0,,-1760.0,600.0,1790.0,-370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212700,2213500,25,28,-2110.0,-1120.0,,-590.0,1160.0,-1770.0,,-1610.0,-2170.0,-4250.0,-2250.0,,,1930.0,-1670.0,,1540.0,580.0,4380.0,-1380.0,2390.0,,1160.0,,-740.0,-2120.0,1270.0,-700.0,40.0,-2440.0,,-640.0,1340.0,-1970.0,,-170.0,970.0,-220.0,-680.0,,,-280.0,40.0,,-270.0,-820.0,-140.0,2280.0,-1260.0,,580.0,,-3170.0,-610.0,1630.0,-1940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214900,2216700,28,15,-2520.0,-1460.0,,-1370.0,-70.0,-2170.0,,-2030.0,-2600.0,-4510.0,-2520.0,,,1320.0,-2380.0,,970.0,-270.0,4130.0,-2160.0,1810.0,,360.0,,-1530.0,-2470.0,430.0,-1000.0,-130.0,-2000.0,,-1110.0,1340.0,-1870.0,,-640.0,950.0,-270.0,-810.0,,,-370.0,-410.0,,-120.0,-820.0,-140.0,2420.0,-1650.0,,490.0,,-3250.0,-670.0,1780.0,-1680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228900,2231500,25,18,-4700.0,-3850.0,,-3680.0,-3530.0,-4860.0,,-3840.0,-4420.0,-5120.0,-4770.0,,,-700.0,-4890.0,,-310.0,-2050.0,3070.0,-3480.0,-280.0,,-1360.0,,-4490.0,-4570.0,-1530.0,-4140.0,-410.0,-1210.0,,-2080.0,1000.0,-1790.0,,-330.0,170.0,-480.0,-1500.0,,,-1470.0,-1340.0,,-250.0,-1630.0,-280.0,990.0,-1750.0,,-310.0,,-3550.0,-280.0,1040.0,-1370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234300,2235800,18,27,-3480.0,-2930.0,,-2410.0,-3260.0,-3310.0,,-2610.0,-3520.0,-5080.0,-3520.0,,,-840.0,-3940.0,,-250.0,-2370.0,3140.0,-3190.0,-100.0,,-1440.0,,-3230.0,-3410.0,-1460.0,-2850.0,-140.0,-1230.0,,-1350.0,1310.0,-1590.0,,-560.0,370.0,-210.0,-970.0,,,-1480.0,-1220.0,,-230.0,-1180.0,-90.0,2460.0,-2350.0,,-150.0,,-3040.0,-290.0,1430.0,-1740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237200,2238700,27,20,-3590.0,-2930.0,,-2860.0,-3380.0,-3480.0,,-2290.0,-3300.0,-5000.0,-3590.0,,,-760.0,-3640.0,,-240.0,-2700.0,3270.0,-3120.0,-100.0,,-1680.0,,-3370.0,-3540.0,-1830.0,-3030.0,190.0,-360.0,,-990.0,2010.0,-680.0,,1110.0,980.0,30.0,-420.0,,,-1100.0,-760.0,,60.0,-530.0,30.0,3310.0,-1840.0,,270.0,,-3010.0,130.0,1540.0,-1310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241300,2242000,20,27,-3920.0,-3130.0,,-3440.0,-3190.0,-3950.0,,-2580.0,-3460.0,-4990.0,-4130.0,,,-820.0,-3940.0,,-180.0,-2310.0,3340.0,-3130.0,-90.0,,-1660.0,,-3670.0,-3910.0,-2020.0,-3790.0,620.0,540.0,,-940.0,3050.0,-460.0,,2150.0,2040.0,40.0,-370.0,,,-560.0,-320.0,,550.0,-70.0,120.0,3140.0,-1230.0,,930.0,,-2510.0,540.0,2780.0,-1020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242700,2243500,27,23,-3730.0,-2870.0,,-3310.0,-3020.0,-3740.0,,-2120.0,-3300.0,-5090.0,-4130.0,,,-800.0,-3810.0,,-130.0,-2200.0,3360.0,-3140.0,0.0,,-1470.0,,-3590.0,-3760.0,-1920.0,-3610.0,630.0,640.0,,-980.0,2960.0,-540.0,,2270.0,2020.0,-90.0,-310.0,,,-200.0,-280.0,,730.0,-80.0,150.0,3260.0,-1050.0,,1210.0,,-2480.0,560.0,2650.0,-1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245300,2247400,23,25,-3520.0,-2340.0,,-3080.0,-3070.0,-3390.0,,-1750.0,-3190.0,-4910.0,-3390.0,,,-1600.0,-3450.0,,-90.0,-1870.0,3350.0,-3260.0,120.0,,-1470.0,,-3220.0,-3370.0,-1670.0,-2960.0,510.0,230.0,,-1360.0,2570.0,-830.0,,900.0,1560.0,30.0,-260.0,,,380.0,-420.0,,790.0,-400.0,140.0,3290.0,-860.0,,980.0,,-2750.0,530.0,2540.0,-930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248500,2250100,25,18,-3600.0,-2640.0,,-3070.0,-3180.0,-3270.0,,-2430.0,-3690.0,-4960.0,-3690.0,,,-1480.0,-3490.0,,-70.0,-1880.0,3320.0,-3440.0,0.0,,-1580.0,,-2910.0,-3540.0,-1470.0,-2670.0,200.0,-940.0,,-2970.0,2070.0,-1950.0,,410.0,710.0,-140.0,-510.0,,,-140.0,-350.0,,600.0,-1260.0,100.0,2430.0,-1200.0,,870.0,,-3280.0,170.0,2260.0,-1760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
